Date,Raid,Boss,Loot,Player,Loot Category,How Decided,Loot Number
10/25/2020,BWL,Chromaggus,Netherwind Mantle,,T2,DE,2097
10/25/2020,BWL,Chromaggus,Bloodfang Spaulders,,T2,DE,2098
10/25/2020,BWL,Chromaggus,Angelista's Grasp,Kreation,,Loot Council,2099
10/25/2020,BWL,Chromaggus,Claw of Chromaggus,Angrysnape,,Loot Council,2100
10/25/2020,BWL,Nefarian,Breastplate of Ten Storms,Myassballs,T2,Loot Council,2101
10/25/2020,BWL,Nefarian,Breastplate of Ten Storms,,,DE,2102
10/25/2020,BWL,Nefarian,Neltharion's Tear,Oneblindman,Big Loot,Loot Council,2103
10/25/2020,BWL,Nefarian,Mish'undare,Carstiendook,Big Loot,Loot Council,2104
10/25/2020,BWL,Nefarian,Head of Nefarian,Wezey,,Loot Council,2105
10/25/2020,Onyxia,Onyxia,Halo of Transcendence,,T2,DE,2106
10/25/2020,Onyxia,Onyxia,Bloodfang Hood,,T2,DE,2107
10/25/2020,Onyxia,Onyxia,Ring of Binding,,,DE,2108
10/25/2020,Onyxia,Onyxia,Shard of the Scale,Mnite,Big Loot,Loot Council,2109
10/25/2020,Onyxia,Onyxia,Head of Onyxia,,,Loot Council,2110
10/31/2020,AQ,Prophet Skeram,Beetle Scaled Wristguards,Tactless,NR Gear,Roll,2111
10/31/2020,AQ,Prophet Skeram,Leggings of Immersion,,,DE,2112
10/31/2020,AQ,Bug Trio,Angelista's Charm,Scartissue,,Roll,2113
10/31/2020,AQ,Bug Trio,Angelista's Touch,Sambro,,Loot Council,2114
10/31/2020,AQ,Battleguard Sartura,Robes of the Battleguard,Fakemaster,,Roll,2115
10/31/2020,AQ,Battleguard Sartura,Necklace of Purity,Belowzero,,Roll,2116
10/31/2020,AQ,Fankriss,Silithid Carapace Chestguard,Sambro,NR Gear,Roll,2117
10/31/2020,AQ,Fankriss,Pauldrons of the Unrelenting,Zquirlz,,Loot Council,2118
10/31/2020,AQ,Huhuran,Qiraji Bindings of Command,Smelldcheese,T2.5,Loot Council,2119
10/31/2020,AQ,Huhuran,Qiraji Bindings of Dominance,Fakemaster,T2.5,Roll,2120
10/31/2020,AQ,Huhuran,Hive Defiler Wristguards,Kickin,Big Loot,Loot Council,2121
10/31/2020,AQ,Huhuran,Imperial Qiraji Armaments,Dylanger,Big Loot,Loot Council,2122
10/31/2020,AQ,Twin Emps,Vek'lor's Diadem,Wezey,T2.5,Loot Council,2123
10/31/2020,AQ,Twin Emps,Vek'nilash's Circlet,Wazn,T2.5,Loot Council,2124
10/31/2020,AQ,Twin Emps,Bracelets of Royal Redemption,Suthernheals,Big Loot,Loot Council,2125
10/31/2020,AQ,Twin Emps,Royal Qiraji Belt,Wazn,,Loot Council,2126
10/31/2020,AQ,Cthun,Carapace of the Old God,Wazn,T2.5,Loot Council,2127
10/31/2020,AQ,Cthun,Husk of the Old God,Oneblindman,T2.5,Loot Council,2128
10/31/2020,AQ,Cthun,Ring of the Godslayer,Zaytsev,Big Loot,Loot Council,2129
10/31/2020,AQ,Cthun,Grasp of the Old God,Parnok,Big Loot,Loot Council,2130
10/31/2020,AQ,Cthun,Eye of C'Thun,Xestius,,Loot Council,2131
10/31/2020,AQ,Ouro,Ouro's Intact Hide,Bobstank,T2.5,Loot Council,2132
10/31/2020,AQ,Ouro,Skin of the Great Sandworm,Theymademedo,T2.5,Roll,2133
10/31/2020,AQ,Ouro,Jom Gabbar,Ffxivsux,Big Loot,Loot Council,2134
10/31/2020,MC,Garr,Brutality Blade,Critsky,,Roll,2135
10/31/2020,MC,Garr,Giantstalker's Helmet,Critsky,,Roll,2136
10/31/2020,MC,Garr,Gutgore Ripper,Sneekyshak,,Roll,2137
10/31/2020,MC,Baron Geddon,Earthfury Epaulets,Frobroshammo,,Roll,2138
10/31/2020,MC,Baron Geddon,Seal of the Archmagus,DE,,DE,2139
11/1/2020,BWL,Razorgore,Bracelets of Wrath,Chadwell,T2,Loot Council,2140
11/1/2020,BWL,Razorgore,Netherwind Bindings,,T2,DE,2141
11/1/2020,BWL,Razorgore,Spineshatter,,,DE,2142
11/1/2020,BWL,Vaelastraz,Belt of Transcendence,,T2,DE,2143
11/1/2020,BWL,Vaelastraz,Bloodfang Belt,,T2,DE,2144
11/1/2020,BWL,Vaelastraz,Helm of Endless Rage,,,DE,2145
11/1/2020,BWL,Broodlord,Boots of Transcendence,,T2,DE,2146
11/1/2020,BWL,Broodlord,Dragonstalker's Greaves,Kaypossible,T2,Loot Council,2147
11/1/2020,BWL,Broodlord,Lifegiving Gem,Chadwell,,Loot Council,2148
11/1/2020,BWL,Firemaw,Bloodfang Gloves,,T2,DE,2149
11/1/2020,BWL,Firemaw,Cloak of Firemaw,Corpsezugzug,,Loot Council,2150
11/1/2020,BWL,Ebonroc,Malfurion's Blessed Bulwark,Orlin,,Loot Council,2151
11/1/2020,BWL,Ebonroc,Ring of Blackrock,Frobroshammo,,Loot Council,2152
11/1/2020,BWL,Flamegor,Drake Talon Pauldrons,Bobstank,,Loot Council,2153
11/1/2020,BWL,Flamegor,Circle of Applied Force,Bmurda,,Loot Council,2154
11/1/2020,BWL,Chromaggus,Pauldrons of Wrath,Orlin,T2,Loot Council,2155
11/1/2020,BWL,Chromaggus,Stormrage Pauldrons,,T2,DE,2156
11/1/2020,BWL,Chromaggus,Primalist's Linked Waistguard,,,DE,2157
11/1/2020,BWL,Chromaggus,Taut Dragonhide Shoulderpads,,,DE,2158
11/1/2020,BWL,Nefarian,Breastplate of Wrath,Ppe,T2,Loot Council,2159
11/1/2020,BWL,Nefarian,Bloodfang Chestpiece,Wezey,T2,Loot Council,2160
11/1/2020,BWL,Nefarian,Cloak of the Brood Lord,Aoegrinder,,Loot Council,2161
11/1/2020,BWL,Nefarian,Staff of the Shadow Flame,Belowzero,Big Loot,Loot Council,2162
11/1/2020,BWL,Nefarian,Head of Nefarian,Corpsezugzug,,Loot Council,2163
11/1/2020,BWL,Trash,Boots of Pure Thought,Parnok,Big Loot,Loot Council,2164
11/1/2020,BWL,Trash,Boots of Pure Thought,Suthernheals,Big Loot,Loot Council,2165
11/1/2020,BWL,Trash,Essence Gatherer,Vodkas,,Roll,2166
11/1/2020,AQ,Viscidus,Qiraji Bindings of Command,Wazn,T2.5,Loot Council,2167
11/1/2020,AQ,Viscidus,Qiraji Bindings of Dominance,Myassballs,T2.5,Loot Council,2168
11/1/2020,AQ,Viscidus,Slime-coated Leggings,Zaytsev,,Loot Council,2169
11/1/2020,Onyxia,Onyxia,Netherwind Crown,,T2,DE,2170
11/1/2020,Onyxia,Onyxia,Bloodfang Hood,,T2,DE,2171
11/1/2020,Onyxia,Onyxia,Sapphiron Drape,Frobroshammo,,Roll,2172
11/1/2020,Onyxia,Onyxia,Head of Onyxia,Clikclakshak,,Loot Council,2173
11/7/2020,AQ,Prophet Skeram,Amulet of Foul Warding,Wezey,NR Gear,Roll,2174
11/7/2020,AQ,Prophet Skeram,Breastplate of Annihilation,Bobstank,Big Loot,Loot Council,2175
11/7/2020,AQ,Bug Trio,Boots of the Fallen Hero,Rockfin,,Loot Council,2176
11/7/2020,AQ,Bug Trio,Robes of the Triumvirate,Kreation,NR Gear,Roll,2177
11/7/2020,AQ,Battleguard Sartura,Creeping Vine Helm,Frobroshammo,,Loot Council,2178
11/7/2020,AQ,Battleguard Sartura,Gauntlets of Steadfast Determination,Orlin,,Loot Council,2179
11/7/2020,AQ,Fankriss,Barbed Choker,Muttadile,,Loot Council,2180
11/7/2020,AQ,Fankriss,Totem of Life,Myassballs,,Roll,2181
11/7/2020,AQ,Huhuran,Qiraji Bindings of Command,Corpsezugzug,T2.5,Loot Council,2182
11/7/2020,AQ,Huhuran,Qiraji Bindings of Dominance,Frobroshammo,T2.5,Loot Council,2183
11/7/2020,AQ,Huhuran,Ring of the Martyr,Xestius,Big Loot,Loot Council,2184
11/7/2020,AQ,Twin Emps,Vek'lor's Diadem,Frobroshammo,T2.5,Loot Council,2185
11/7/2020,AQ,Twin Emps,Vek'nilash's Circlet,Muttadile,T2.5,Roll,2186
11/7/2020,AQ,Twin Emps,Qiraji Execution Bracers,Wezey,,Loot Council,2187
11/7/2020,AQ,Twin Emps,Grasp of the Fallen Emperor,,,DE,2188
11/7/2020,AQ,Cthun,Carapace of the Old God,Orlin,T2.5,Loot Council,2189
11/7/2020,AQ,Cthun,Husk of the Old God,Deathbysnusn,T2.5,Loot Council,2190
11/7/2020,AQ,Cthun,Gauntlets of Annihilation,Muttadile,Big Loot,Loot Council,2191
11/7/2020,AQ,Cthun,Eyestalk Waist Cord,Angrysnape,Big Loot,Loot Council,2192
11/7/2020,AQ,Cthun,Eye of C'Thun,Mnite,,Loot Council,2193
11/7/2020,AQ,Ouro,Ouro's Intact Hide,Wazn,T2.5,Loot Council,2194
11/7/2020,AQ,Ouro,Skin of the Great Sandworm,Frobroshammo,T2.5,Loot Council,2195
11/7/2020,AQ,Ouro,Wormscale Blocker,Frobroshammo,,Loot Council,2196
11/7/2020,MC,Lucifron,Arcanist Boots,Ginevra,,Loot Council,2197
11/7/2020,MC,Lucifron,Felheart Gloves,,,DE,2198
11/7/2020,MC,Magmadar,Felheart Pants,,,DE,2199
11/7/2020,MC,Magmadar,Meadllion of Steadfast Might,,,DE,2200
11/7/2020,MC,Magmadar,Earthshaker,,,DE,2201
11/7/2020,MC,Gehennas,Manastorm Leggings,Deathbysnusn,,Loot Council,2202
11/7/2020,MC,Gehennas,Gloves of Prophecy,Deathbysnusn,,Loot Council,2203
11/7/2020,MC,Garr,Giantstalker's Helmet,,,DE,2204
11/7/2020,MC,Garr,Felheart Horns,,,DE,2205
11/7/2020,MC,Garr,Talisman of Ephermeral Power,Kreation,,Loot Council,2206
11/7/2020,MC,Baron Geddon,Arcanist Mantle,Ginevra,,Loot Council,2207
11/7/2020,MC,Baron Geddon,Cenarion Spaulders,,,DE,2208
11/7/2020,MC,Shazzrah,Felheart Slippers,,,DE,2209
11/7/2020,MC,Shazzrah,Cenarion Gloves,,,DE,2210
11/7/2020,MC,Sulfuron,Pauldrons of Might,,,DE,2211
11/7/2020,MC,Sulfuron,Mantle of Prophecy,Deathbysnusn,,Loot Council,2212
11/7/2020,MC,Golemagg,Arcanist Robes,,,DE,2213
11/7/2020,MC,Golemagg,Giantstalker's Breastplate,,,DE,2214
11/7/2020,MC,Golemagg,Obsidian Edged Blade,,,DE,2215
11/7/2020,MC,Majordomo,Sash of Whispered Secrets,,,DE,2216
11/7/2020,MC,Majordomo,Finkle's Lava Dredger,,,DE,2217
11/7/2020,MC,Majordomo,The Eye of Divinity,Deathbysnusn,,Loot Council,2218
11/7/2020,MC,Ragnaros,Bloodfang Pants,Wezey,T2,Loot Council,2219
11/7/2020,MC,Ragnaros,Stormrage Legguards,,T2,DE,2220
11/7/2020,MC,Ragnaros,Essence of Pure Flame,,,DE,2221
11/7/2020,MC,Ragnaros,Cloak of the Shrouded Mists,Zaytsev,,Loot Council,2222
11/7/2020,MC,Trash,Bracers of Might,,,DE,2223
11/7/2020,MC,Trash,Nightslayer Belt,,,DE,2224
11/8/2020,BWL,Razorgore,Stormrage Bracers,,T2,DE,2225
11/8/2020,BWL,Razorgore,Bindings of Transcendence,Deathbysnusn,T2,Loot Council,2226
11/8/2020,BWL,Razorgore,Mantle of the Blackwing Cabal,Fakemaster,,Loot Council,2227
11/8/2020,BWL,Vaelastraz,Bloodfang Belt,,T2,DE,2228
11/8/2020,BWL,Vaelastraz,Belt of Ten Storms,Lonks,T2,Loot Council,2229
11/8/2020,BWL,Vaelastraz,Red Dragonscale Protector,Lonks,,Loot Council,2230
11/8/2020,BWL,Broodlord,Sabatons of Wrath,Rockfin,T2,Roll,2231
11/8/2020,BWL,Broodlord,Bloodfang Boots,,T2,DE,2232
11/8/2020,BWL,Broodlord,Heartstriker,Megladome,,Loot Council,2233
11/8/2020,BWL,Firemaw,Cloak of Firemaw,Megladome,,Loot Council,2234
11/8/2020,BWL,Firemaw,Drake Talon Pauldrons,,,DE,2235
11/8/2020,BWL,Ebonroc,Malfurion's Blessed Bulwark,Kreation,,Loot Council,2236
11/8/2020,BWL,Ebonroc,Taut Dragonhide Belt,Kreation,,Loot Council,2237
11/8/2020,BWL,Flamegor,Circle of Applied Force,Wazn,,Loot Council,2238
11/8/2020,BWL,Flamegor,Nemesis Gloves,,T2,DE,2239
11/8/2020,BWL,Chromaggus,Stormrage Pauldrons,,T2,DE,2240
11/8/2020,BWL,Chromaggus,Stormrage Pauldrons,,T2,DE,2241
11/8/2020,BWL,Chromaggus,Shimmering Geta,Deathbysnusn,,Roll,2242
11/8/2020,BWL,Chromaggus,Chromatic Boots,Orlin,Big Loot,Loot Council,2243
11/8/2020,BWL,Nefarian,Netherwind Robes,Ginevra,T2,Loot Council,2244
11/8/2020,BWL,Nefarian,Stormrage Chestguard,,T2,DE,2245
11/8/2020,BWL,Nefarian,Prestor's Talisman of Connivery,Sneekyshak,Big Loot,Loot Council,2246
11/8/2020,BWL,Nefarian,Neltharion's Tear,Scartissue,Big Loot,Loot Council,2247
11/8/2020,BWL,Nefarian,Head of Nefarian,Pouki,,Roll,2248
11/8/2020,BWL,Trash,Band of Dark Dominion,,,DE,2249
11/8/2020,Onyxia,Onyxia,Helm of Wrath,Rockfin,T2,Roll,2250
11/8/2020,Onyxia,Onyxia,Stormrage Cover,,T2,DE,2251
11/8/2020,Onyxia,Onyxia,Ancient Cornerstone Grimoire,Bobstank,,Roll,2252
11/8/2020,Onyxia,Onyxia,Head of Onyxia,Pouki,,Loot Council,2253
11/14/2020,AQ,Prophet Skeram,Amulet of Foul Warding,Corpsezugzug,NR Gear,Roll,2254
11/14/2020,AQ,Prophet Skeram,Boots of the Fallen Prophet,Myassballs,,Roll,2255
11/14/2020,AQ,Bug Trio,Triad Girdle,,,DE,2256
11/14/2020,AQ,Bug Trio,Boots of the Fallen Hero,,,DE,2257
11/14/2020,AQ,Battleguard Sartura,Sartura's Might,Vodkas,Big Loot,Loot Council,2258
11/14/2020,AQ,Battleguard Sartura,Necklace of Purity,,NR Gear,Roll,2259
11/14/2020,AQ,Battleguard Sartura,Imperial Qiraji Armaments,Corpsezugzug,Big Loot,Loot Council,2260
11/14/2020,AQ,Fankriss,Robes of the Guardian Saint,Drustix,Big Loot,Loot Council,2261
11/14/2020,AQ,Fankriss,Pauldrons of the Unrelenting,Wazn,,Loot Council,2262
11/14/2020,AQ,Fankriss,Imperial Qiraji Regalia,Xestius,Big Loot,Loot Council,2263
11/14/2020,AQ,Huhuran,Qiraji Bindings of Command,Sambro,T2.5,Loot Council,2264
11/14/2020,AQ,Huhuran,Qiraji Bindings of Dominance,Frobroshammo,T2.5,Loot Council,2265
11/14/2020,AQ,Huhuran,Cloak of the Golden Hive,Wazn,,Loot Council,2266
11/14/2020,AQ,Twin Emps,Vek'lor's Diadem,Zaytsev,T2.5,Roll,2267
11/14/2020,AQ,Twin Emps,Vek'nilash's Circlet,Bobstank,T2.5,Loot Council,2268
11/14/2020,AQ,Twin Emps,Bracelets of Royal Redemption,Stokington,Big Loot,Loot Council,2269
11/14/2020,AQ,Twin Emps,Qiraji Execution Bracers,Carajor,Big Loot,Loot Council,2270
11/14/2020,AQ,Cthun,Carapace of the Old God,Myassballs,T2.5,Loot Council,2271
11/14/2020,AQ,Cthun,Husk of the Old God,Carajor,T2.5,Roll,2272
11/14/2020,AQ,Cthun,Cloak of Clarity,Xestius,Big Loot,Loot Council,2273
11/14/2020,AQ,Cthun,Death's Sting,Smelldcheese,Big Loot,Loot Council,2274
11/14/2020,AQ,Cthun,Eye of C'Thun,Maulzy,,Loot Council,2275
11/14/2020,AQ,Ouro,Ouro's Intact Hide,Muttadile,T2.5,Loot Council,2276
11/14/2020,AQ,Ouro,Skin of the Great Sandworm,Ricknroll,T2.5,Loot Council,2277
11/14/2020,AQ,Ouro,Jom Gabbar,Zaytsev,Big Loot,Loot Council,2278
11/14/2020,AQ,Viscidus,Qiraji Bindings of Command,Bobstank,T2.5,Loot Council,2279
11/14/2020,AQ,Viscidus,Qiraji Bindings of Dominance,Tuchymcsham,T2.5,Loot Council,2280
11/14/2020,AQ,Viscidus,Gauntlets of Kalimdor,Frobroshammo,,Roll,2281
11/14/2020,AQ,Trash,Neretzek,Rockfin,,Roll,2282
11/14/2020,MC,Garr,Arcanist Crown,,,DE,2283
11/14/2020,MC,Garr,Cenarion Helm,,,DE,2284
11/14/2020,MC,Garr,Talisman of Ephermeral Power,Scartissue,,Loot Council,2285
11/14/2020,MC,Baron Geddon,Cenarion Spaulders,,,DE,2286
11/14/2020,MC,Baron Geddon,Seal of the Archmagus,,,DE,2287
11/15/2020,BWL,Razorgore,Bracelets of Wrath,Rockfin,T2,Loot Council,2288
11/15/2020,BWL,Razorgore,Bloodfang Bracers,Wezey,T2,Loot Council,2289
11/15/2020,BWL,Razorgore,Gloves of Rapid Evolution,,,DE,2290
11/15/2020,BWL,Vaelastraz,Stormrage Belt,Ricknroll,T2,Loot Council,2291
11/15/2020,BWL,Vaelastraz,Belt of Ten Storms,Tuchymcsham,T2,Loot Council,2292
11/15/2020,BWL,Vaelastraz,Red Dragonscale Protector,Tuchymcsham,,Loot Council,2293
11/15/2020,BWL,Broodlord,Boots of Transcendence,,T2,DE,2294
11/15/2020,BWL,Broodlord,Nemesis Boots,,,DE,2295
11/15/2020,BWL,Broodlord,Bracers of Arcane Accuracy,Ginevra,,Loot Council,2296
11/15/2020,BWL,Firemaw,Rejuvenating Gem,Stokington,Big Loot,Loot Council,2297
11/15/2020,BWL,Firemaw,Firemaw's Clutch,Fakemaster,,Loot Council,2298
11/15/2020,BWL,Ebonroc,Malfurion's Blessed Bulwark,,,DE,2299
11/15/2020,BWL,Ebonroc,Dragonstalker's Gauntlets,Megladome,T2,Loot Council,2300
11/15/2020,BWL,Flamegor,Netherwind Gloves,Ginevra,T2,Loot Council,2301
11/15/2020,BWL,Flamegor,Dragon's Touch,Ginevra,,Roll,2302
11/15/2020,BWL,Chromaggus,Pauldrons of Wrath,Corpsezugzug,T2,Loot Council,2303
11/15/2020,BWL,Chromaggus,Nemesis Spaulders,,T2,DE,2304
11/15/2020,BWL,Chromaggus,Elementium Threaded Cloak,Rockfin,,Loot Council,2305
11/15/2020,BWL,Chromaggus,Empowered Leggings,Parnok,Big Loot,Loot Council,2306
11/15/2020,BWL,Nefarian,Robes of Transcendence,Scartissue,T2,Loot Council,2307
11/15/2020,BWL,Nefarian,Breastplate of Wrath,Orlin,T2,Loot Council,2308
11/15/2020,BWL,Nefarian,Mish'undare,Fakemaster,Big Loot,Loot Council,2309
11/15/2020,BWL,Nefarian,Neltharion's Tear,Mfjones,Big Loot,Loot Council,2310
11/15/2020,BWL,Nefarian,Head of Nefarian,Megladome,,Loot Council,2311
11/15/2020,BWL,Trash,Boots of Pure Thought,Drustix,Big Loot,Loot Council,2312
11/15/2020,BWL,Trash,Ringo's Blizzard Boots,,,DE,2313
11/15/2020,Onyxia,Onyxia,Helmet of Ten Storms,Lonks,T2,Loot Council,2314
11/15/2020,Onyxia,Onyxia,Netherwind Crown,,T2,DE,2315
11/15/2020,Onyxia,Onyxia,Ancient Cornerstone Grimoire,Aoegrinder,,Roll,2316
11/15/2020,Onyxia,Onyxia,Head of Onyxia,Megladome,,Loot Council,2317
